,Unique ID,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Average Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
114,62a34b0eb4da29969c6302ce,6/10/2022,9:45,0:02:36,Others,Yes,95.5,Finance,Others,7.0,9.0,10.0,6.0,4.0,4.0,Neither easy nor difficult,Others,Female,42,United States,Masters,Hispanic or Latino
115,62a34b1b0f8c8599d5af328b,6/10/2022,9:46,0:00:48,Data Analyst,No,53.0,Tech,R,10.0,8.0,9.0,10.0,10.0,10.0,Easy,Better Salary,Male,25,United States,Bachelors,White or Caucasian
116,62a34b5b5d257a28a30d96a6,6/10/2022,9:47,0:01:20,Data Scientist,No,95.5,Finance,Python,8.0,7.0,6.0,6.0,5.0,9.0,Neither easy nor difficult,Better Salary,Male,22,United States,Bachelors,White or Caucasian
117,62a34b7ebae91e4b8b83076c,6/10/2022,9:47,0:02:04,Data Analyst,No,20.0,Others,Python,1.0,4.0,4.0,3.0,,5.0,Easy,Better Salary,Male,23,Others,High School,Hispanic or Latino
118,62a34b99cec54911e9ca6e14,6/10/2022,9:48,0:02:36,Data Engineer,Yes,53.0,Others,JavaScript,6.0,6.0,6.0,6.0,6.0,6.0,Difficult,Good Culture,Male,25,Others,High School,Other (Please Specify):Middleeas
119,62a34bb0f3072dd892624210,6/10/2022,9:48,0:01:05,Data Engineer,Yes,75.5,Others,Python,5.0,7.0,7.0,6.0,6.0,7.0,Neither easy nor difficult,Better Salary,Male,45,Canada,Masters,White or Caucasian
120,62a34bd0cf2555431730208b,6/10/2022,9:49,0:01:29,Data Analyst,Yes,75.5,Healthcare,Others,7.0,3.0,8.0,6.0,8.0,8.0,Easy,Good Work/Life Balance,Male,24,United States,Bachelors,White or Caucasian
121,62a34bd4f408bae018ed57bd,6/10/2022,9:49,0:03:57,Student/Looking/None,No,20.0,Others,R,1.0,9.0,6.0,0.0,0.0,0.0,Difficult,Better Salary,Male,25,United States,,Black or African American
122,62a34c66b4da29969c6305af,6/10/2022,9:51,0:01:36,Data Analyst,Yes,75.5,Others,Python,9.0,8.0,9.0,9.0,8.0,8.0,Difficult,Good Work/Life Balance,Male,26,United States,Bachelors,White or Caucasian
123,62a34d1ff8f756164585465c,6/10/2022,9:54,0:01:41,Data Analyst,No,53.0,Tech,R,4.0,7.0,8.0,8.0,5.0,7.0,Easy,Better Salary,Male,23,Canada,Bachelors,Asian or Asian American
124,62a34d4118134ddc75ceb0ed,6/10/2022,9:55,0:01:37,Student/Looking/None,Yes,20.0,Others,Python,1.0,1.0,1.0,0.0,0.0,3.0,Difficult,Remote Work,Female,42,United Kingdom,Masters,White or Caucasian
125,62a34da0f408bae018ed5abd,6/10/2022,9:56,0:01:30,Others,Yes,53.0,Education,Others,0.0,0.0,2.0,0.0,0.0,0.0,Very Difficult,Good Work/Life Balance,Female,42,United States,Bachelors,Black or African American
126,62a34dbb5d257a28a30d9a61,6/10/2022,9:57,0:01:26,Others,No,20.0,Tech,Python,0.0,6.0,5.0,5.0,3.0,1.0,Neither easy nor difficult,Better Salary,Male,25,India,Masters,Asian or Asian American
127,62a34e00f8f7561645854954,6/10/2022,9:58,0:02:24,Data Analyst,Yes,95.5,Tech,R,8.0,10.0,10.0,10.0,2.0,7.0,Easy,Remote Work,Male,38,United States,Masters,White or Caucasian
128,62a34e082e54c9003e534118,6/10/2022,9:58,0:02:51,Others,No,20.0,Tech,Python,5.0,6.0,6.0,6.0,6.0,4.0,Easy,Better Salary,Male,24,Others,Bachelors,Hispanic or Latino
129,62a34eb7bc6861bf3176e6d8,6/10/2022,10:01,0:01:37,Data Analyst,Yes,75.5,Education,R,7.0,10.0,10.0,10.0,8.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,28,United States,Bachelors,White or Caucasian
130,62a34f2af8f7561645854c1c,6/10/2022,10:03,0:01:06,Data Analyst,No,53.0,Healthcare,Python,1.0,2.0,8.0,7.0,0.0,0.0,Difficult,Better Salary,Male,21,United States,Bachelors,Asian or Asian American
131,62a34f3bf408bae018ed5e42,6/10/2022,10:03,0:01:13,Data Analyst,Yes,115.5,Healthcare,R,10.0,10.0,10.0,10.0,10.0,10.0,Very Easy,Good Culture,Male,39,United States,Masters,White or Caucasian
132,62a34fa418134ddc75ceb509,6/10/2022,10:05,0:03:29,Data Analyst,Yes,20.0,Tech,Python,4.0,5.0,5.0,5.0,6.0,8.0,Difficult,Good Work/Life Balance,Male,23,Others,Bachelors,Asian or Asian American
133,62a34fbacec54911e9ca776f,6/10/2022,10:05,0:01:17,Data Analyst,No,20.0,Others,R,1.0,6.0,4.0,3.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Female,23,Others,Bachelors,White or Caucasian
134,62a34fc3f3072dd892624a45,6/10/2022,10:05,0:02:03,Data Analyst,Yes,75.5,Others,R,8.0,9.0,8.0,7.0,7.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,30,United States,Masters,White or Caucasian
135,62a34ff1f408bae018ed601d,6/10/2022,10:06,0:01:16,Data Analyst,No,53.0,Others,Python,2.0,6.0,2.0,3.0,2.0,2.0,Easy,Better Salary,Male,26,Others,Masters,White or Caucasian
136,62a34ff4f3072dd892624b32,6/10/2022,10:06,0:02:18,Data Analyst,Yes,53.0,Healthcare,R,3.0,6.0,4.0,6.0,4.0,6.0,Neither easy nor difficult,Better Salary,Male,37,United States,Bachelors,White or Caucasian
137,62a3505bd8c00e9f5419f8df,6/10/2022,10:08,0:01:22,Data Analyst,Yes,75.5,Healthcare,Python,3.0,5.0,4.0,5.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,31,United States,Bachelors,White or Caucasian
138,62a350f7f3072dd892624d05,6/10/2022,10:11,0:02:03,Data Analyst,Yes,20.0,Finance,C/C++,5.0,2.0,4.0,3.0,3.0,3.0,Difficult,Good Work/Life Balance,Female,25,Others,Bachelors,Black or African American
139,62a35130f3072dd892624d9f,6/10/2022,10:12,0:02:04,Data Analyst,Yes,20.0,Healthcare,Python,2.0,6.0,6.0,5.0,4.0,5.0,Easy,Better Salary,Female,26,Others,Bachelors,White or Caucasian
140,62a351860a77c1a77f65e86b,6/10/2022,10:13,0:01:28,Data Analyst,Yes,75.5,Healthcare,Others,7.0,8.0,8.0,8.0,8.0,7.0,Very Easy,Better Salary,Male,30,United States,Bachelors,White or Caucasian
141,62a3519b24a262602738514a,6/10/2022,10:13,0:01:39,Data Analyst,Yes,75.5,Tech,Python,9.0,10.0,10.0,10.0,7.0,9.0,Neither easy nor difficult,Better Salary,Female,39,United States,Bachelors,Black or African American
142,62a35236b4da29969c631214,6/10/2022,10:16,0:00:53,Others,No,20.0,Education,Python,1.0,1.0,1.0,0.0,0.0,2.0,Easy,Good Work/Life Balance,Female,28,India,Masters,Asian or Asian American
143,62a352a32e54c9003e534981,6/10/2022,10:18,0:01:46,Data Analyst,Yes,75.5,Finance,Others,8.0,8.0,7.0,7.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,22,United States,Bachelors,Other (Please Specify):Mixed ( Caucasian / African-American )
144,62a352f00a77c1a77f65eae7,6/10/2022,10:19,0:02:45,Data Analyst,Yes,20.0,Telecommunication,Python,3.0,2.0,4.0,2.0,2.0,2.0,Neither easy nor difficult,Good Culture,Male,28,Others,Bachelors,Black or African American
145,62a353372e54c9003e534a40,6/10/2022,10:20,0:01:44,Others,No,187.5,Tech,R,8.0,10.0,9.0,7.0,5.0,5.0,Neither easy nor difficult,Remote Work,Male,33,United States,Masters,White or Caucasian
146,62a353565d257a28a30da59f,6/10/2022,10:21,0:05:11,Data Analyst,Yes,20.0,Finance,Others,2.0,3.0,3.0,3.0,2.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Female,22,Others,Bachelors,Other (Please Specify):Half Asian half African 
147,62a353f07dc029e2d66c1783,6/10/2022,10:23,0:01:48,Student/Looking/None,No,20.0,Tech,Python,3.0,5.0,5.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Other (Please Specify):Brown
148,62a3545e0f8c8599d5af474b,6/10/2022,10:25,0:03:42,Data Analyst,Yes,115.5,Others,Others,8.0,8.0,8.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,37,United States,Bachelors,Other (Please Specify):Prefer not to ans
149,62a35472cec54911e9ca82bc,6/10/2022,10:25,0:22:47,Others,No,53.0,Others,R,3.0,4.0,5.0,5.0,4.0,3.0,Difficult,Better Salary,Male,24,United States,Masters,White or Caucasian
150,62a354bdb4da29969c631700,6/10/2022,10:27,0:01:20,Data Analyst,No,53.0,Healthcare,R,1.0,4.0,3.0,2.0,0.0,6.0,Difficult,Better Salary,Male,25,United Kingdom,Masters,Asian or Asian American
151,62a354e9cf255543173031ed,6/10/2022,10:27,0:01:24,Data Engineer,No,95.5,Healthcare,R,8.0,10.0,8.0,8.0,9.0,10.0,Neither easy nor difficult,Good Culture,Male,28,United States,Masters,Black or African American
152,62a35541f3072dd892625517,6/10/2022,10:29,0:02:07,Data Analyst,Yes,53.0,Others,Python,5.0,5.0,7.0,7.0,7.0,7.0,Easy,Better Salary,Male,32,United Kingdom,Bachelors,White or Caucasian
153,62a355445d257a28a30dab12,6/10/2022,10:29,0:01:34,Data Analyst,Yes,53.0,Others,Python,0.0,7.0,7.0,7.0,0.0,7.0,Easy,Good Culture,Male,29,United States,Bachelors,Asian or Asian American
154,62a35631cf25554317303425,6/10/2022,10:33,0:02:50,Data Analyst,No,53.0,Healthcare,R,7.0,5.0,8.0,6.0,5.0,10.0,Difficult,Others,Female,26,Others,Masters,White or Caucasian
155,62a357390a77c1a77f65f189,6/10/2022,10:37,0:03:01,Data Engineer,Yes,53.0,Tech,Python,0.0,7.0,5.0,0.0,0.0,7.0,Neither easy nor difficult,Remote Work,Male,37,Canada,Masters,White or Caucasian
156,62a3578b0a77c1a77f65f279,6/10/2022,10:39,0:01:44,Data Analyst,No,53.0,Others,R,4.0,6.0,5.0,4.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White or Caucasian
157,62a357d30f8c8599d5af4ea3,6/10/2022,10:40,0:01:36,Data Analyst,No,20.0,Finance,Others,4.0,4.0,5.0,6.0,6.0,0.0,Difficult,Better Salary,Male,24,Others,High School,White or Caucasian
158,62a3582e575fa3a5ae88e506,6/10/2022,10:41,0:02:45,Others,No,137.5,Finance,Others,7.0,8.0,8.0,8.0,7.0,8.0,Easy,Better Salary,Male,52,United States,Bachelors,White or Caucasian
159,62a35878575fa3a5ae88e5d5,6/10/2022,10:43,0:04:22,Data Analyst,Yes,53.0,Finance,Python,6.0,10.0,3.0,5.0,0.0,10.0,Difficult,Good Culture,Male,27,Others,Bachelors,Asian or Asian American
160,62a35981bae91e4b8b8323dd,6/10/2022,10:47,0:01:07,Data Analyst,No,115.5,Healthcare,Others,6.0,6.0,3.0,3.0,3.0,3.0,Neither easy nor difficult,Better Salary,Female,29,United States,Masters,White or Caucasian
161,62a35a2c7dc029e2d66c2519,6/10/2022,10:50,0:01:39,Student/Looking/None,No,20.0,Tech,Python,3.0,7.0,6.0,7.0,0.0,0.0,Difficult,Better Salary,Male,42,Others,Associates,White or Caucasian
162,62a35aa2f8d5efcc22f8075d,6/10/2022,10:52,0:01:24,Data Analyst,Yes,53.0,Telecommunication,R,3.0,5.0,6.0,4.0,3.0,7.0,Difficult,Others,Male,28,United States,Masters,White or Caucasian
163,62a35ababae91e4b8b83269d,6/10/2022,10:52,0:02:39,Data Analyst,Yes,20.0,Tech,Python,8.0,8.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Good Work/Life Balance,Male,44,Others,Bachelors,Hispanic or Latino
164,62a35ae0575fa3a5ae88ea98,6/10/2022,10:53,0:01:30,Data Engineer,Yes,20.0,Tech,Python,5.0,5.0,6.0,5.0,6.0,7.0,Neither easy nor difficult,Remote Work,Male,23,Others,Bachelors,White or Caucasian
165,62a35ae87dc029e2d66c279b,6/10/2022,10:53,0:01:14,Data Analyst,No,53.0,Others,R,1.0,2.0,6.0,4.0,2.0,0.0,Easy,Better Salary,Male,27,United States,Bachelors,Hispanic or Latino
166,62a35b13bc6861bf31770188,6/10/2022,10:54,0:01:05,Data Analyst,No,75.5,Construction,Python,3.0,3.0,3.0,2.0,2.0,1.0,Neither easy nor difficult,Good Culture,Male,26,United States,Masters,White or Caucasian
167,62a35b72f408bae018ed76a8,6/10/2022,10:55,0:01:14,Data Analyst,Yes,95.5,Healthcare,Others,3.0,4.0,4.0,4.0,1.0,3.0,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Hispanic or Latino
168,62a35b965d257a28a30db899,6/10/2022,10:56,0:01:45,Data Analyst,Yes,75.5,Others,Python,0.0,0.0,7.0,1.0,0.0,9.0,Difficult,Better Salary,Male,33,Canada,Bachelors,Asian or Asian American
169,62a35ba3f3072dd892626068,6/10/2022,10:56,0:01:44,Data Analyst,Yes,75.5,Others,Python,8.0,10.0,10.0,10.0,10.0,10.0,Easy,Better Salary,Male,28,United States,Bachelors,Hispanic or Latino
170,62a35c890a77c1a77f65fdfa,6/10/2022,11:00,0:01:29,Data Analyst,Yes,20.0,Tech,R,2.0,8.0,8.0,7.0,6.0,9.0,Neither easy nor difficult,Better Salary,Male,32,Others,Bachelors,Black or African American
171,62a35d8f575fa3a5ae88efd6,6/10/2022,11:04,0:02:38,Student/Looking/None,Yes,53.0,Others,Python,2.0,4.0,6.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,34,Canada,Associates,Asian or Asian American
172,62a35d95cf25554317304386,6/10/2022,11:04,0:01:04,Data Analyst,No,187.5,Tech,Python,10.0,10.0,10.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,28,United States,Bachelors,Asian or Asian American
173,62a35e970a77c1a77f66035a,6/10/2022,11:09,0:01:51,Data Scientist,Yes,137.5,Telecommunication,Python,2.0,4.0,1.0,3.0,1.0,7.0,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Other (Please Specify):Indian
174,62a35eabf408bae018ed7cbc,6/10/2022,11:09,0:01:35,Data Engineer,Yes,53.0,Finance,Python,2.0,4.0,5.0,5.0,4.0,6.0,Difficult,Better Salary,Male,22,United States,Bachelors,White or Caucasian
175,62a35f0d24a2626027386a8b,6/10/2022,11:11,0:01:03,Data Analyst,No,75.5,Healthcare,Python,3.0,3.0,4.0,1.0,2.0,2.0,Neither easy nor difficult,Better Salary,Male,29,United States,Masters,White or Caucasian
176,62a35f825d257a28a30dc128,6/10/2022,11:13,0:02:17,Data Analyst,No,75.5,Healthcare,Python,8.0,10.0,10.0,8.0,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Female,31,United States,Masters,White or Caucasian
177,62a35fa0f8f7561645856c35,6/10/2022,11:13,0:01:39,Data Analyst,No,75.5,Tech,Python,4.0,5.0,5.0,5.0,4.0,4.0,Easy,Remote Work,Male,28,United States,Bachelors,White or Caucasian
178,62a35fc1f8f7561645856c98,6/10/2022,11:14,0:00:53,Student/Looking/None,No,20.0,Healthcare,Python,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,United States,Masters,Asian or Asian American
179,62a3602318134ddc75ced6b9,6/10/2022,11:15,0:01:19,Data Analyst,No,95.5,Others,Others,4.0,5.0,3.0,4.0,2.0,3.0,Easy,Good Culture,Male,34,United States,Masters,White or Caucasian
180,62a360b8f8f7561645856ec4,6/10/2022,11:18,0:01:16,Data Engineer,No,95.5,Tech,Python,5.0,3.0,5.0,5.0,4.0,5.0,Difficult,Better Salary,Male,23,United States,Bachelors,White or Caucasian
181,62a360dbd8c00e9f541a16cf,6/10/2022,11:18,0:02:08,Student/Looking/None,No,53.0,Construction,Others,10.0,4.0,10.0,10.0,4.0,10.0,Neither easy nor difficult,Remote Work,Male,32,Others,Masters,White or Caucasian
182,62a36146f8f7561645856ff7,6/10/2022,11:20,0:01:31,Data Analyst,Yes,20.0,Healthcare,R,6.0,8.0,6.0,6.0,8.0,10.0,Easy,Remote Work,Male,29,Others,High School,Hispanic or Latino
183,62a361af0f8c8599d5af6277,6/10/2022,11:22,0:01:39,Data Analyst,Yes,20.0,Education,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Better Salary,Male,34,Others,Bachelors,Black or African American
184,62a361cc575fa3a5ae88f908,6/10/2022,11:22,0:00:55,Data Analyst,No,75.5,Finance,Python,7.0,5.0,5.0,7.0,9.0,10.0,Very Easy,Remote Work,Male,24,United Kingdom,Bachelors,White or Caucasian
185,62a3620f0f8c8599d5af63a5,6/10/2022,11:23,0:02:19,Others,No,75.5,Tech,Python,0.0,10.0,6.0,0.0,0.0,0.0,Difficult,Better Salary,Male,30,United States,Bachelors,Other (Please Specify):Indian
186,62a36251d8c00e9f541a199e,6/10/2022,11:25,0:01:59,Others,No,95.5,Others,Python,5.0,5.0,6.0,4.0,5.0,5.0,Difficult,Better Salary,Male,24,United States,Masters,Hispanic or Latino
187,62a36275bc6861bf31771183,6/10/2022,11:25,0:01:52,Data Analyst,Yes,53.0,Others,Python,6.0,8.0,10.0,9.0,7.0,9.0,Easy,Better Salary,Male,27,United States,Bachelors,Other (Please Specify):N/A
188,62a3636c2e54c9003e536e6b,6/10/2022,11:29,0:03:30,Data Analyst,No,20.0,Finance,Python,1.0,2.0,4.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,21,India,Bachelors,Asian or Asian American
189,62a365c2f8d5efcc22f81e2e,6/10/2022,11:39,0:03:54,Data Analyst,No,20.0,Others,Python,3.0,5.0,9.0,9.0,,8.0,Very Difficult,Others,Male,31,Others,Masters,Black or African American
190,62a365d5d8c00e9f541a20cf,6/10/2022,11:40,0:02:38,Data Analyst,Yes,20.0,Telecommunication,R,5.0,7.0,5.0,5.0,5.0,7.0,Difficult,Better Salary,Male,41,Others,Bachelors,White or Caucasian
191,62a3670b575fa3a5ae890422,6/10/2022,11:45,0:02:07,Data Analyst,Yes,20.0,Tech,Python,0.0,1.0,1.0,0.0,0.0,2.0,Difficult,Better Salary,Male,25,India,Bachelors,Asian or Asian American
192,62a3676bb4da29969c633ac7,6/10/2022,11:46,0:03:59,Data Analyst,No,20.0,Finance,Others,4.0,7.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Others,Male,24,Others,Bachelors,Black or African American
193,62a36794b4da29969c633b48,6/10/2022,11:47,0:02:01,Data Analyst,No,20.0,Finance,Python,6.0,5.0,6.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,30,Others,Masters,Other (Please Specify):African 
194,62a367d224a2626027387b56,6/10/2022,11:48,0:03:38,Data Analyst,No,187.5,Finance,Others,7.0,7.0,7.0,,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,33,United States,Bachelors,White or Caucasian
195,62a367ed18134ddc75cee697,6/10/2022,11:49,0:02:40,Data Analyst,No,75.5,Others,Others,7.0,4.0,10.0,9.0,7.0,10.0,Difficult,Better Salary,Male,23,United States,Bachelors,Hispanic or Latino
196,62a36802f8f7561645857e38,6/10/2022,11:49,0:01:34,Data Analyst,Yes,75.5,Tech,Python,6.0,6.0,6.0,6.0,6.0,6.0,Difficult,Remote Work,Female,33,United Kingdom,Masters,Asian or Asian American
197,62a3684ebc6861bf31771f15,6/10/2022,11:50,0:00:48,Data Analyst,No,115.5,Finance,Python,4.0,4.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White or Caucasian
198,62a3688df8f7561645857f7e,6/10/2022,11:51,0:00:57,Data Analyst,No,20.0,Others,Python,5.0,5.0,5.0,5.0,5.0,5.0,Neither easy nor difficult,Remote Work,Female,27,Others,Masters,White or Caucasian
199,62a368ee2e54c9003e537e4a,6/10/2022,11:53,0:01:45,Data Analyst,Yes,20.0,Finance,C/C++,5.0,10.0,10.0,8.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,30,United Kingdom,Bachelors,White or Caucasian
200,62a369280a77c1a77f661ad0,6/10/2022,11:54,0:02:41,Data Analyst,Yes,20.0,Tech,Python,0.0,3.0,,,,6.0,Neither easy nor difficult,Remote Work,Male,29,Others,Bachelors,Black or African American
201,62a36969f8f756164585821d,6/10/2022,11:55,0:03:43,Others,Yes,20.0,Healthcare,Python,10.0,2.0,8.0,5.0,0.0,6.0,Easy,Better Salary,Male,25,India,Masters,Other (Please Specify):Indian
202,62a3697ff408bae018ed948b,6/10/2022,11:55,0:01:28,Data Analyst,No,95.5,Telecommunication,Others,7.0,7.0,5.0,7.0,7.0,7.0,Easy,Remote Work,Male,40,United States,High School,Hispanic or Latino
203,62a36ac6cf255543173063d8,6/10/2022,12:01,0:02:59,Data Analyst,No,53.0,Others,Others,6.0,10.0,8.0,8.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,29,Canada,Bachelors,Other (Please Specify)
204,62a36ad1f408bae018ed9793,6/10/2022,12:01,0:04:44,Data Analyst,No,53.0,Others,Python,0.0,3.0,3.0,3.0,3.0,,Difficult,Remote Work,Male,29,India,Masters,Asian or Asian American
205,62a36b6c24a26260273882a2,6/10/2022,12:03,0:01:40,Data Analyst,Yes,20.0,Education,Python,1.0,2.0,2.0,3.0,3.0,4.0,Neither easy nor difficult,Better Salary,Male,28,Others,Masters,Black or African American
206,62a36b862e54c9003e5383c6,6/10/2022,12:04,0:02:21,Others,No,95.5,Others,Others,5.0,2.0,0.0,2.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,34,United Kingdom,Bachelors,White or Caucasian
207,62a36d12f8d5efcc22f82cd8,6/10/2022,12:10,0:02:58,Student/Looking/None,No,20.0,Tech,Python,0.0,4.0,7.0,6.0,7.0,8.0,Easy,Others,Male,24,Others,Masters,White or Caucasian
208,62a36d3124a262602738862c,6/10/2022,12:11,0:02:23,Data Analyst,Yes,20.0,Telecommunication,Python,5.0,8.0,8.0,9.0,7.0,9.0,Very Easy,Better Salary,Male,26,Others,Bachelors,Other (Please Specify):Kurdish
209,62a36e470a77c1a77f662470,6/10/2022,12:16,0:01:21,Data Analyst,No,137.5,Tech,Python,10.0,5.0,10.0,10.0,6.0,10.0,Difficult,Good Work/Life Balance,Male,28,United States,Bachelors,Hispanic or Latino
210,62a36e7024a262602738890a,6/10/2022,12:16,0:00:59,Student/Looking/None,No,20.0,Education,R,5.0,4.0,4.0,4.0,5.0,5.0,Difficult,Good Work/Life Balance,Male,25,Others,Masters,White or Caucasian
211,62a36fe67dc029e2d66c5303,6/10/2022,12:23,0:02:52,Data Analyst,Yes,20.0,Tech,Python,1.0,4.0,9.0,7.0,8.0,10.0,Easy,Better Salary,Male,33,Others,Bachelors,Hispanic or Latino
212,62a3701f575fa3a5ae89164e,6/10/2022,12:23,0:01:01,Data Analyst,Yes,75.5,Finance,Python,4.0,4.0,6.0,3.0,4.0,0.0,Neither easy nor difficult,Remote Work,Male,30,Others,Masters,White or Caucasian
213,62a370635d257a28a30de5eb,6/10/2022,12:25,0:02:51,Data Analyst,Yes,20.0,Finance,Python,1.0,1.0,1.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,35,India,Bachelors,Other (Please Specify):Indian
214,62a37128d8c00e9f541a39dd,6/10/2022,12:28,0:01:57,Data Analyst,No,20.0,Others,Others,5.0,2.0,5.0,5.0,3.0,4.0,Difficult,Better Salary,Male,25,Others,Bachelors,White or Caucasian
215,62a3715124a2626027388f02,6/10/2022,12:29,0:01:21,Data Analyst,No,20.0,Real Estate,Python,4.0,7.0,9.0,5.0,2.0,8.0,Easy,Better Salary,Male,23,Others,Bachelors,White or Caucasian
216,62a37222cf2555431730732d,6/10/2022,12:32,0:02:10,Data Engineer,No,20.0,Healthcare,Python,6.0,6.0,6.0,5.0,4.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,Others,Bachelors,Hispanic or Latino
217,62a373efbc6861bf3177360b,6/10/2022,12:40,0:02:40,Data Analyst,Yes,187.5,Education,Others,8.0,9.0,9.0,7.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Black or African American
218,62a3759e5d257a28a30def3a,6/10/2022,12:47,0:01:24,Data Analyst,Yes,75.5,Others,Python,4.0,10.0,10.0,8.0,5.0,6.0,Neither easy nor difficult,Remote Work,Male,32,United States,Bachelors,Asian or Asian American
219,62a3777624a262602738997e,6/10/2022,12:55,0:01:55,Data Analyst,Yes,53.0,Tech,Python,3.0,5.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,50,Canada,Bachelors,White or Caucasian
220,62a377987dc029e2d66c638d,6/10/2022,12:55,0:01:25,Data Architect,Yes,75.5,Others,Python,7.0,7.0,8.0,9.0,10.0,10.0,Neither easy nor difficult,Remote Work,Male,29,United States,High School,White or Caucasian
221,62a377f424a2626027389af3,6/10/2022,12:57,0:03:54,Data Analyst,Yes,20.0,Telecommunication,R,2.0,8.0,7.0,6.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,41,Others,Bachelors,Hispanic or Latino
222,62a3784c0f8c8599d5af8fbc,6/10/2022,12:58,0:01:54,Others,No,20.0,Others,R,1.0,7.0,7.0,1.0,4.0,10.0,Neither easy nor difficult,Better Salary,Male,23,United States,Associates,White or Caucasian
223,62a37a43d8c00e9f541a4a7c,6/10/2022,13:07,0:03:34,Data Analyst,Yes,20.0,Finance,Python,4.0,7.0,8.0,7.0,8.0,8.0,Difficult,Better Salary,Male,31,Others,Bachelors,Black or African American
224,62a37a7818134ddc75cf0d4c,6/10/2022,13:08,0:01:27,Data Analyst,No,20.0,Healthcare,Python,0.0,10.0,10.0,10.0,10.0,10.0,Difficult,Better Salary,Male,22,Others,Bachelors,Native Hawaiian or other Pacific Islander
225,62a37aa1cf255543173081e5,6/10/2022,13:08,0:01:51,Data Analyst,No,75.5,Finance,Python,3.0,5.0,5.0,5.0,3.0,3.0,Very Difficult,Better Salary,Male,29,United States,Masters,Hispanic or Latino
226,62a37ad924a2626027389f8a,6/10/2022,13:09,0:02:04,Data Scientist,Yes,20.0,Tech,Python,4.0,4.0,4.0,0.0,0.0,6.0,Difficult,Good Culture,Male,23,Others,Bachelors,Other (Please Specify):Indian
227,62a37b7db4da29969c636123,6/10/2022,13:12,0:01:25,Student/Looking/None,No,20.0,Others,Others,0.0,0.0,1.0,1.0,0.0,1.0,Neither easy nor difficult,Remote Work,Female,24,United States,High School,Hispanic or Latino
228,62a37bab2e54c9003e53a10a,6/10/2022,13:13,0:02:09,Data Analyst,Yes,75.5,Others,Python,5.0,9.0,10.0,10.0,5.0,10.0,Neither easy nor difficult,Better Salary,Male,26,United States,Bachelors,Black or African American
229,62a37c50cec54911e9cacee2,6/10/2022,13:16,0:01:30,Student/Looking/None,Yes,20.0,Finance,Python,4.0,3.0,5.0,2.0,2.0,3.0,Difficult,Good Culture,Male,31,India,Bachelors,Asian or Asian American
230,62a37d41bae91e4b8b8369f7,6/10/2022,13:20,0:01:31,Data Analyst,Yes,20.0,Others,Python,1.0,1.0,1.0,1.0,7.0,9.0,Neither easy nor difficult,Remote Work,Male,22,Others,Bachelors,Black or African American
